word;lemma
persecution;persecution
wax;wax
receipts;receipt
anticipation;anticipation
penalties;penalty
corridor;corridor
singer;singer
furnace;furnace
prints;print
princes;prince
harbor;harbor
breeze;breeze
designers;designer
bid;bid
nationality;nationality
ambassador;ambassador
embryo;embryo
percentages;percentage
parish;parish
designation;designation
dividend;dividend
brass;brass
quotations;quotation
seizure;seizure
prescription;prescription
dealers;dealer
miners;miner
sensations;sensation
heavens;heaven
dam;dam
metres;metre
awards;award
monastery;monastery
utilities;utility
patron;patron
prototype;prototype
sacrifices;sacrifice
portraits;portrait
sermon;sermon
planets;planet
feathers;feather
chips;chip
twins;twin
counselor;counselor
laboratories;laboratory
vapor;vapor
heels;heel
vibration;vibration
siege;siege
bombs;bomb
pointer;pointer
tastes;taste
monument;monument
workshops;workshop
landlord;landlord
saddle;saddle
mandate;mandate
limestone;limestone
batch;batch
stops;stop
architects;architect
theft;theft
detachment;detachment
morale;morale
fortunes;fortune
coincidence;coincidence
torture;torture
tickets;ticket
clue;clue
cone;cone
monster;monster
breadth;breadth
trades;trade
predecessors;predecessor
generalization;generalization
bass;bass
hemisphere;hemisphere
bullet;bullet
terminals;terminal
beads;bead
repairs;repair
carpet;carpet
cage;cage
spectacle;spectacle
formations;formation
cameras;camera
locality;locality
anniversary;anniversary
toes;toe
missile;missile
rounds;round
token;token
illumination;illumination
lamps;lamp
messenger;messenger
dedication;dedication
balances;balance
tray;tray
hunters;hunter
missiles;missile
pig;pig
antiquity;antiquity
donor;donor
embarrassment;embarrassment
lawn;lawn
variant;variant
beard;beard
ambitions;ambition
variants;variant
monitor;monitor
psychologist;psychologist
ventures;venture
eternity;eternity
chip;chip
laborers;laborer
terminal;terminal
sailors;sailor
mutations;mutation
evils;evil
apprehension;apprehension
pilots;pilot
toys;toy
railroads;railroad
stove;stove
clues;clue
toilet;toilet
earthquake;earthquake
textbooks;textbook
dances;dance
attorneys;attorney
copyright;copyright
couch;couch
budgets;budget
courtyard;courtyard
faculties;faculty
mixtures;mixture
textbook;textbook
dozens;dozen
exposition;exposition
baptism;baptism
nursery;nursery
wastes;waste
trustees;trustee
hunter;hunter
lobe;lobe
alliances;alliance
deity;deity
supervisors;supervisor
cart;cart
individuality;individuality
airplane;airplane
nephew;nephew
veterans;veteran
plantations;plantation
lime;lime
bowel;bowel
casualties;casualty
lenses;lens
shores;shore
fury;fury
prophecy;prophecy
preacher;preacher
cemetery;cemetery
crust;crust
treatise;treatise
pots;pot
assistants;assistant
mutation;mutation
monuments;monument
accomplishment;accomplishment
monk;monk
acre;acre
contractors;contractor
ranch;ranch
temperament;temperament
flights;flight
painters;painter
candle;candle
advocate;advocate
elephant;elephant
qualification;qualification
defenses;defense
modulation;modulation
anchor;anchor
discourses;discourse
rolls;roll
drain;drain
reformers;reformer
killer;killer
cruelty;cruelty
melody;melody
winner;winner
certificates;certificate
graduate;graduate
rods;rod
tracts;tract
museums;museum
interpreter;interpreter
nomination;nomination
aristocracy;aristocracy
licence;licence
jar;jar
velocities;velocity
parade;parade
gravel;gravel
comrades;comrade
utterance;utterance
fertilizer;fertilizer
warrior;warrior
suburbs;suburb
aspiration;aspiration
tablespoons;tablespoon
corrections;correction
fighter;fighter
elevator;elevator
electrodes;electrode
suite;suite
bubble;bubble
costume;costume
purse;purse
inquiries;inquiry
extensions;extension
covers;cover
presentations;presentation
toy;toy
accomplishments;accomplishment
susceptibility;susceptibility
dwelling;dwell
linen;linen
veil;veil
listeners;listener
deputy;deputy
pamphlet;pamphlet
screw;screw
colonists;colonist
stems;stem
persuasion;persuasion
balloon;balloon
finish;finish
seizures;seizure
adventures;adventure
champion;champion
monkeys;monkey
births;birth
precautions;precaution
tyranny;tyranny
articulation;articulation
reminder;reminder
fantasies;fantasy
strands;strand
enlargement;enlargement
predecessor;predecessor
skirt;skirt
compartment;compartment
creditor;creditor
ass;ass
apples;apple
permit;permit
preface;preface
warehouse;warehouse
concession;concession
skeleton;skeleton
parallels;parallel
advertisement;advertisement
hesitation;hesitation
preoccupation;preoccupation
bargain;bargain
plaster;plaster
scandal;scandal
closet;closet
imposition;imposition
deductions;deduction
listener;listener
injunction;injunction
purchaser;purchaser
commentators;commentator
vowel;vowel
prejudices;prejudice
prominence;prominence
fighters;fighter
advertisements;advertisement
batteries;battery
horns;horn
satellite;satellite
investigator;investigator
palms;palm
pistol;pistol
vendor;vendor
broker;broker
travels;travel
gossip;gossip
labourers;labourer
enactment;enactment
deception;deception
creator;creator
thunder;thunder
policeman;policeman
cliff;cliff
mythology;mythology
metaphors;metaphor
tricks;trick
contemplation;contemplation
mantle;mantle
learner;learner
toe;toe
bleeding;bleed
blades;blade
mold;mold
shrine;shrine
fist;fist
pasture;pasture
notices;notice
evenings;evening
hammer;hammer
witch;witch
sketches;sketch
correspondent;correspondent
drag;drag
sheriff;sheriff
colonel;colonel
factions;faction
proclamation;proclamation
rivalry;rivalry
encounters;encounter
amusement;amusement
grams;gram
scent;scent
specialty;specialty
proceeding;proceed
occurrences;occurrence
franchise;franchise
averages;average
garrison;garrison
dancers;dancer
suffrage;suffrage
buses;bus
jokes;joke
dock;dock
onion;onion
offender;offender
donors;donor
hats;hat
famine;famine
tours;tour
incision;incision
flock;flock
monarch;monarch
fork;fork
carbonate;carbonate
contingency;contingency
fishes;fish
masks;mask
legislators;legislator
complication;complication
shirts;shirt
mouths;mouth
refugee;refugee
rhythms;rhythm
cartilage;cartilage
shelves;shelf
garments;garment
illnesses;illness
localities;locality
dome;dome
compass;compass
bulb;bulb
lords;lord
parallel;parallel
recipe;recipe
rivals;rival
patrol;patrol
candles;candle
goat;goat
legends;legend
revolutions;revolution
treasury;treasury
patrons;patron
satellites;satellite
grin;grin
canals;canal
sanction;sanction
garment;garment
fountain;fountain
drawer;drawer
ordinance;ordinance
curse;curse
supplement;supplement
futures;future
faction;faction
cooking;cook
strokes;stroke
grievances;grievance
curtains;curtain
sergeant;sergeant
dot;dot
wolf;wolf
sofa;sofa
burdens;burden
intestine;intestine
drums;drum
apartments;apartment
monkey;monkey
proofs;proof
warnings;warning
railways;railway
telegram;telegram
subdivision;subdivision
refinement;refinement
rabbits;rabbit
riots;riot
slices;slice
pigment;pigment
festivals;festival
beaches;beach
clerks;clerk
inscriptions;inscription
landscapes;landscape
musician;musician
heel;heel
inferences;inference
landowners;landowner
bicycle;bicycle
patents;patent
fuels;fuel
slice;slice
odor;odor
victories;victory
capsule;capsule
humour;humour
footsteps;footstep
coats;coat
spectators;spectator
vendors;vendor
medicines;medicine
stool;stool
dots;dot
affirmation;affirmation
sect;sect
nightmare;nightmare
bricks;brick
pillow;pillow
travelers;traveler
packets;packet
grandson;grandson
landlords;landlord
skins;skin
singers;singer
flags;flag
bucket;bucket
crews;crew
cousins;cousin
brigade;brigade
installations;installation
uniform;uniform
peer;peer
textiles;textile
halt;halt
piles;pile
sensibility;sensibility
sellers;seller
photographer;photographer
terrace;terrace
strand;strand
sink;sink
calf;calf
brackets;bracket
demons;demon
traps;trap
subscription;subscription
hairs;hair
inequalities;inequality
bankers;banker
spark;spark
ridges;ridge
misfortune;misfortune
taxpayers;taxpayer
impossibility;impossibility
interruption;interruption
uncertainties;uncertainty
diets;diet
disks;disk
telescope;telescope
wines;wine
candy;candy
pillars;pillar
spouses;spouse
composers;composer
snakes;snake
offences;offence
jurisdictions;jurisdiction
pins;pin
constituency;constituency
canoe;canoe
battalion;battalion
classifications;classification
darling;darling
towel;towel
sermons;sermon
ventricle;ventricle
automobiles;automobile
princess;princess
accession;accession
mist;mist
wagons;wagon
blankets;blanket
youngsters;youngster
parcel;parcel
cab;cab
puzzle;puzzle
determinations;determination
mirrors;mirror
commissioner;commissioner
quarrel;quarrel
creek;creek
prisons;prison
generalizations;generalization
stamp;stamp
disciple;disciple
mansion;mansion
excavation;excavation
fascination;fascination
humiliation;humiliation
contours;contour
magistrate;magistrate
diversion;diversion
ounces;ounce
pits;pit
discontent;discontent
founders;founder
rival;rival
collectors;collector
spectator;spectator
fireplace;fireplace
capitalists;capitalist
fortress;fortress
rumors;rumor
believer;believer
brands;brand
commissioners;commissioner
actress;actress
complexities;complexity
bullets;bullet
sleeve;sleeve
pilgrimage;pilgrimage
mole;mole
pensions;pension
rabbit;rabbit
gut;gut
treasures;treasure
extremity;extremity
necessities;necessity
roar;roar
fabrics;fabric
strife;strife
goats;goat
offenses;offense
switches;switch
chickens;chicken
precursor;precursor
selections;selection
umbrella;umbrella
choir;choir
mound;mound
kidneys;kidney
surge;surge
eyebrows;eyebrow
tongues;tongue
vibrations;vibration
cough;cough
hunt;hunt
accusations;accusation
allegations;allegation
contrasts;contrast
recollection;recollection
roofs;roof
ingredient;ingredient
tendon;tendon
royalty;royalty
utterances;utterance
vanity;vanity
enquiry;enquiry
doll;doll
sunset;sunset
inventions;invention
burst;burst
thief;thief
wedge;wedge
disasters;disaster
supports;support
assertions;assertion
inspector;inspector
battlefield;battlefield
bolt;bolt
worm;worm
indictment;indictment
contour;contour
attractions;attraction
banner;banner
shipment;shipment
prosecutor;prosecutor
grandchildren;grandchild
instructors;instructor
derivative;derivative
concerts;concert
epoch;epoch
printers;printer
ribbon;ribbon
dragon;dragon
fibre;fibre
inventories;inventory
sack;sack
cloak;cloak
violin;violin
fox;fox
queries;query
trusts;trust
hostilities;hostility
illusions;illusion
flap;flap
pavement;pavement
ligament;ligament
uniforms;uniform
competitor;competitor
foil;foil
divinity;divinity
tense;tense
admissions;admission
satire;satire
passing;pass
ornaments;ornament
grasses;grass
staircase;staircase
grocery;grocery
worms;worm
embryos;embryo
rack;rack
neighbour;neighbour
fisheries;fishery
lamb;lamb
suspicions;suspicion
salad;salad
compilation;compilation
robbery;robbery
propensity;propensity
costumes;costume
deputies;deputy
deities;deity
banker;banker
memoirs;memoir
bubbles;bubble
ministries;ministry
friendships;friendship
regiments;regiment
demon;demon
pyramid;pyramid
adversary;adversary
travellers;traveller
basins;basin
chord;chord
delinquency;delinquency
accusation;accusation
defenders;defender
counselors;counselor
crafts;craft
whale;whale
gum;gum
voter;voter
ditch;ditch
magistrates;magistrate
countrymen;countryman
premiums;premium
rite;rite
parasites;parasite
cliffs;cliff
ancestor;ancestor
countenance;countenance
endeavor;endeavor
pills;pill
rifles;rifle
onions;onion
lump;lump
dominion;dominion
translator;translator
sandstone;sandstone
presses;press
ankle;ankle
promoter;promoter
grapes;grape
lace;lace
pillar;pillar
fringe;fringe
appliances;appliance
treason;treason
observance;observance
stain;stain
kingdoms;kingdom
coffin;coffin
bundles;bundle
stamps;stamp
principals;principal
delegate;delegate
trader;trader
searches;search
vocation;vocation
legislatures;legislature
mast;mast
capitals;capital
anxieties;anxiety
declarations;declaration
revisions;revision
rider;rider
kernel;kernel
mat;mat
injections;injection
lender;lender
squadron;squadron
clip;clip
examiner;examiner
par;par
bat;bat
massacre;massacre
supplements;supplement
tiger;tiger
municipalities;municipality
boiler;boiler
locks;lock
horizons;horizon
guinea;guinea
sidewalk;sidewalk
yarn;yarn
likeness;likeness
baskets;basket
gradients;gradient
violet;violet
barracks;barrack
velvet;velvet
litter;litter
signatures;signature
knives;knife
skies;sky
graft;graft
murders;murder
noises;noise
dancer;dancer
brake;brake
baths;bath
acknowledgment;acknowledgment
proprietor;proprietor
gallons;gallon
pronoun;pronoun
pamphlets;pamphlet
hymns;hymn
policemen;policeman
synagogue;synagogue
piston;piston
auditor;auditor
nests;nest
spoon;spoon
petitions;petition
artisans;artisan
trench;trench
balcony;balcony
converts;convert
convent;convent
cohort;cohort
kit;kit
motors;motor
vowels;vowel
whisper;whisper
canopy;canopy
sailor;sailor
hymn;hymn
exposures;exposure
nuns;nun
oscillations;oscillation
tombs;tomb
sandwich;sandwich
ratification;ratification
sheath;sheath
stakes;stake
moods;mood
expeditions;expedition
surgeons;surgeon
poster;poster
ropes;rope
apology;apology
propriety;propriety
writ;writ
bolts;bolt
trunks;trunk
freedoms;freedom
celebrations;celebration
exhibit;exhibit
jaws;jaw
continents;continent
roller;roller
allusion;allusion
serpent;serpent
sage;sage
academy;academy
collisions;collision
controversies;controversy
dentist;dentist
gratification;gratification
huts;hut
ulcer;ulcer
acquisitions;acquisition
penny;penny
cakes;cake
computations;computation
avenue;avenue
consolation;consolation
bowls;bowl
passport;passport
butt;butt
squad;squad
meadow;meadow
prostitutes;prostitute
passes;pass
bastard;bastard
nuisance;nuisance
toast;toast
posters;poster
excavations;excavation
contractions;contraction
buds;bud
swords;sword
hedge;hedge
galleries;gallery
lions;lion
cannon;cannon
dispositions;disposition
cellar;cellar
jewels;jewel
outfit;outfit
exhibitions;exhibition
superstition;superstition
antagonism;antagonism
affections;affection
molar;molar
embrace;embrace
secretaries;secretary
cereal;cereal
cube;cube
rails;rail
erection;erection
vesicles;vesicle
civilisation;civilisation
newcomers;newcomer
handkerchief;handkerchief
citation;citation
compiler;compiler
accommodations;accommodation
wolves;wolf
extremities;extremity
apostles;apostle
dogma;dogma
elephants;elephant
conductors;conductor
brokers;broker
pores;pore
lane;lane
decrees;decree
cylinders;cylinder
thieves;thief
bulletin;bulletin
outrage;outrage
steamer;steamer
peas;pea
gateway;gateway
impurities;impurity
citations;citation
planters;planter
permits;permit
rebel;rebel
exaggeration;exaggeration
philosophies;philosophy
spear;spare
cookies;cookie
cores;cor
stanza;stanza
petitioner;petitioner
peril;peril
annuity;annuity
honors;honor
subscribers;subscriber
attachments;attachment
gangs;gang
sleeves;sleeve
democracies;democracy
monasteries;monastery
township;township
inventor;inventor
waiter;waiter
trenches;trench
avenues;avenue
judgements;judgement
nationalists;nationalist
manure;manure
fertilizers;fertilizer
constitutions;constitution
ornament;ornament
thinker;thinker
menace;menace
sects;sect
municipality;municipality
aisle;aisle
bachelor;bachelor
safeguards;safeguard
ounce;ounce
excesses;excess
prizes;prize
actuality;actuality
preachers;preacher
interrogation;interrogation
claimant;claimant
jurors;juror
acquaintances;acquaintance
sponsor;sponsor
shepherd;shepherd
majesty;majesty
niece;niece
dams;dam
journeys;journey
parlor;parlor
constituencies;constituency
coils;coil
recipes;recipe
banquet;banquet
volts;volt
invaders;invader
spider;spider
indulgence;indulgence
bend;bend
bean;bean
socks;sock
coconut;coconut
tutor;tutor
playwright;playwright
inconsistency;inconsistency
supporter;supporter
eruption;eruption
filaments;filament
punishments;punishment
climates;climate
earthquakes;earthquake
accompaniment;accompaniment
shipments;shipment
ulcers;ulcer
tides;tide
civilizations;civilization
holding;hold
generators;generator
treasurer;treasurer
fossils;fossil
theatres;theatre
prescriptions;prescription
transformer;transformer
enamel;enamel
horrors;horror
screws;screw
flask;flask
mosque;mosque
bracket;bracket
mount;mount
villa;villa
scar;scar
spores;spore
skirts;skirt
scalp;scalp
feather;feather
germ;germ
pilgrims;pilgrim
mesh;mesh
growers;grower
groove;groove
traveller;traveller
sculptures;sculpture
cords;cord
classmates;classmate
shrimp;shrimp
perfume;perfume
escort;escort
reservoirs;reservoir
jars;jar
donations;donation
traveler;traveler
foe;foe
oscillation;oscillation
contests;contest
vines;vine
denominations;denomination
pronouns;pronoun
assent;assent
veteran;veteran
stripes;stripe
reinforcements;reinforcement
bears;bear
compliment;compliment
sponsors;sponsor
float;float
lawsuit;lawsuit
lobes;lobe
rations;ration
mushrooms;mushroom
deliberation;deliberation
borrower;borrower
handles;handle
sculptor;sculptor
complexion;complexion
guise;guise
maze;maze
decorations;decoration
bronze;bronze
pitcher;pitcher
carpenter;carpenter
palate;palate
incarnation;incarnation
scratch;scratch
disguise;disguise
flaws;flaw
mischief;mischief
palaces;palace
regulator;regulator
cigar;cigar
whales;whale
dash;dash
chimney;chimney
pill;pill
grievance;grievance
scriptures;scripture
greenhouse;greenhouse
winners;winner
cones;cone
lecturer;lecturer
dip;dip
compartments;compartment
dwellers;dweller
crusade;crusade
cartoon;cartoon
headlines;headline
bet;bet
educator;educator
witches;witch
assemblage;assemblage
cavities;cavity
rug;rug
parishes;parish
halves;half
bearer;bearer
liturgy;liturgy
riders;rider
contingent;contingent
importation;importation
vacancy;vacancy
torch;torch
canyon;canyon
deformity;deformity
creep;creep
gulf;gulf
chase;chase
scroll;scroll
reef;reef
benches;bench
scripture;scripture
nationalities;nationality
lanes;lane
whistle;whistle
fists;fist
generality;generality
pastures;pasture
mare;mare
distraction;distraction
disagreements;disagreement
rhyme;rhyme
creations;creation
capillaries;capillary
socialists;socialist
brotherhood;brotherhood
staffs;staff
monograph;monograph
insurrection;insurrection
biographies;biography
masterpiece;masterpiece
revelations;revelation
tenets;tenet
emergencies;emergency
speculations;speculation
organizers;organizer
inspectors;inspector
vices;vice
bulbs;bulb
mortgages;mortgage
cereals;cereal
ordinances;ordinance
reins;rein
forts;fort
petals;petal
tumours;tumour
precursors;precursor
discharges;discharge
exemptions;exemption
deliberations;deliberation
sympathies;sympathy
calves;calf
rehearsal;rehearsal
sinners;sinner
joys;joy
junk;junk
trumpet;trumpet
vine;vine
donation;donation
divers;diver
associate;associate
shafts;shaft
secretions;secretion
maneuver;maneuver
corridors;corridor
eminence;eminence
fishery;fishery
peculiarities;peculiarity
cowboy;cowboy
bosses;boss
yearning;yearning
shelters;shelter
parody;parody
stigma;stigma
exertion;exertion
endowment;endowment
nostrils;nostril
remembrance;remembrance
mornings;morning
analogies;analogy
elevations;elevation
lapse;lapse
orbits;orbit
assurances;assurance
turkey;turkey
proprietors;proprietor
bud;bud
clergyman;clergyman
impurity;impurity
reunion;reunion
tunes;tune
feat;feat
ceilings;ceiling
scholarships;scholarship
cabbage;cabbage
bug;bug
slit;slit
dolls;doll
regulators;regulator
submarines;submarine
supposition;supposition
delusion;delusion
pearls;pearl
fraternity;fraternity
mules;mule
lenders;lender
moss;moss
bursts;burst
discounts;discount
abscess;abscess
boil;boil
absurdity;absurdity
pigments;pigment
runner;runner
clans;clan
chords;chord
connexion;connexion
suburb;suburb
allusions;allusion
flocks;flock
studios;studio
interpreters;interpreter
opposites;opposite
magnitudes;magnitude
favorite;favorite
diameters;diameter
kick;kick
convoy;convoy
deliveries;delivery
toil;toil
mounds;mound
filament;filament
fallacy;fallacy
empires;empire
vase;vase
tunnels;tunnel
resume;resume
deserts;desert
drawers;drawer
hybrids;hybrid
spindle;spindle
promotions;promotion
meadows;meadow
ration;ration
photographers;photographer
physicist;physicist
celebrity;celebrity
subdivisions;subdivision
parasite;parasite
sandwiches;sandwich
clocks;clock
landmark;landmark
annoyance;annoyance
delicacy;delicacy
engagements;engagement
bugs;bug
playground;playground
realist;realist
guerrilla;guerrilla
pane;pane
defender;defender
constellation;constellation
dessert;dessert
diplomats;diplomat
stall;stall
monsters;monster
lava;lava
inconvenience;inconvenience
spices;spice
fluctuation;fluctuation
flashes;flash
nun;nun
arrivals;arrival
cradle;cradle
thermometer;thermometer
battalions;battalion
suture;suture
helper;helper
headline;headline
streak;streak
sugars;sugar
survivor;survivor
explosions;explosion
allegory;allegory
packs;pack
runners;runner
consultations;consultation
bows;bow
tyrant;tyrant
chemist;chemist
promoters;promoter
summaries;summary
monitors;monitor
dispatch;dispatch
natures;nature
sinner;sinner
rumor;rumor
royalties;royalty
seekers;seeker
flaw;flaw
pier;pier
spectacles;spectacle
bedrooms;bedroom
symphony;symphony
commandments;commandment
antagonists;antagonist
hue;hue
experimenter;experimenter
rupees;rupee
footnote;footnote
ankles;ankle
tropics;tropic
obscurity;obscurity
arbitrator;arbitrator
messengers;messenger
purchasers;purchaser
pines;pine
bids;bid
contingencies;contingency
pirates;pirate
emigrants;emigrant
libel;libel
prostitute;prostitute
socket;socket
irregularities;irregularity
emblem;emblem
excursion;excursion
treatises;treatise
brakes;brake
scream;scream
assaults;assault
vapour;vapour
tar;tar
inconsistencies;inconsistency
claws;claw
mattress;mattress
correspondents;correspondent
guerrillas;guerrilla
adversaries;adversary
humanities;humanity
vacancies;vacancy
dialogues;dialogue
endeavors;endeavor
flakes;flake
bananas;banana
diplomat;diplomat
mint;mint
protector;protector
rises;rise
butterfly;butterfly
turtle;turtle
keeper;keeper
carts;cart
commune;commune
prism;prism
atrocities;atrocity
canoes;canoe
recess;recess
gallon;gallon
cricket;cricket
stains;stain
apron;apron
rags;rag
sweater;sweater
clips;clip
terraces;terrace
perturbation;perturbation
invitations;invitation
shouts;shout
freezing;freeze
auditors;auditor
denomination;denomination
necks;neck
cocktail;cocktail
spur;spur
airplanes;airplane
aptitude;aptitude
emperors;emperor
nickname;nickname
recollections;recollection
quarrels;quarrel
woodland;woodland
shrines;shrine
tumour;tumour
conjecture;conjecture
endeavour;endeavour
physicists;physicist
precaution;precaution
towels;towel
seam;seam
destinations;destination
dinners;dinner
spines;spine
wrists;wrist
expanse;expanse
maple;maple
fringes;fringe
consonants;consonant
dunes;dune
cushion;cushion
coals;coal
cascade;cascade
picnic;picnic
warehouses;warehouse
cabinets;cabinet
shale;shale
drawbacks;drawback
explorers;explorer
reaches;reach
imperfections;imperfection
immigrant;immigrant
organizer;organizer
grafts;graft
chap;chap
dictates;dictate
sacrament;sacrament
archbishop;archbishop
raft;raft
reviewer;reviewer
steward;steward
drawback;drawback
tragedies;tragedy
decreases;decrease
tokens;token
hostess;hostess
repetitions;repetition
bats;bat
paints;paint
grape;grape
corpses;corps
biographer;biographer
summers;summer
wits;wit
traitor;traitor
cutter;cutter
inspections;inspection
gardener;gardener
gram;gram
cubes;cube
cults;cult
commentator;commentator
reptiles;reptile
fortifications;fortification
ribbons;ribbon
pastors;pastor
chancellor;chancellor
cottages;cottage
ledger;ledger
voyages;voyage
smokers;smoker
carriages;carriage
gears;gear
quotes;quote
hallucinations;hallucination
archaeologists;archaeologist
telephones;telephone
pulpit;pulpit
cherry;cherry
reefs;reef
puppet;puppet
borrowers;borrower
blouse;blouse
depressions;depression
stride;stride
youngster;youngster
pouch;pouch
landmarks;landmark
clutch;clutch
rag;rag
airports;airport
boulders;boulder
sutures;suture
reviewers;reviewer
tavern;tavern
formality;formality
castles;castle
carrots;carrot
residences;residence
mathematician;mathematician
stacks;stack
vent;vent
chill;chill
butterflies;butterfly
lottery;lottery
hurricane;hurricane
vertebrates;vertebrate
revolver;revolver
decks;deck
spruce;spruce
bearers;bearer
ledge;ledge
hobby;hobby
excursions;excursion
maneuvers;maneuver
prohibitions;prohibition
exhibits;exhibit
furnaces;furnace
compromises;compromise
utensils;utensil
curls;curl
badge;badge
conveyance;conveyance
dependencies;dependency
parcels;parcel
provocation;provocation
intrigue;intrigue
prelude;prelude
saloon;saloon
comb;comb
electors;elector
stare;stare
reformer;reformer
necklace;necklace
splendor;splendor
discord;discord
theorist;theorist
interpolation;interpolation
meats;meat
cabins;cabin
shout;shout
sages;sage
bulls;bull
edifice;edifice
villain;villain
pretensions;pretension
temptations;temptation
stalls;stall
liner;liner
rainbow;rainbow
inclinations;inclination
jackets;jacket
swamps;swamp
slums;slum
outs;out
pillows;pillow
brushes;brush
pitfalls;pitfall
tournament;tournament
notch;notch
luncheon;luncheon
arcs;arc
casualty;casualty
dictionaries;dictionary
chunks;chunk
submarine;submarine
chaplain;chaplain
juices;juice
spike;spike
docks;dock
highlands;highland
foes;foe
glances;glance
calamity;calamity
shark;shark
memoir;memoir
convulsions;convulsion
landowner;landowner
shields;shield
affinities;affinity
stitch;stitch
pebbles;pebble
reel;reel
adjunct;adjunct
conduit;conduit
scatter;scatter
desks;desk
timer;timer
decency;decency
introductions;introduction
melodies;melody
bead;bead
ligaments;ligament
invocation;invocation
exiles;exile
ambassadors;ambassador
admirers;admirer
platoon;platoon
plank;plank
spikes;spike
clays;clay
medal;medal
evasion;evasion
fumes;fume
juveniles;juvenile
novice;novice
stalk;stalk
apostle;apostle
mats;mat
mechanic;mechanic
moles;mole
beetles;beetle
cookie;cookie
cupboard;cupboard
partitions;partition
champions;champion
commandment;commandment
housekeeper;housekeeper
delusions;delusion
stalks;stalk
caravan;caravan
donkey;donkey
ballad;ballad
subscriptions;subscription
stump;stump
billing;billing
caller;caller
conversions;conversion
pigeons;pigeon
announcements;announcement
confessions;confession
declines;decline
firearms;firearm
affidavit;affidavit
altitudes;altitude
biologists;biologist
migrations;migration
cuff;cuff
seams;seam
transgression;transgression
burials;burial
penance;penance
manipulations;manipulation
cartoons;cartoon
fares;far
pleas;plea
abbreviations;abbreviation
solicitor;solicitor
falsehood;falsehood
wardrobe;wardrobe
grooves;groove
tremor;tremor
banners;banner
diploma;diploma
eclipse;eclipse
scarf;scarf
censure;censure
steak;steak
helpers;helper
rift;rift
deceit;deceit
apprentice;apprentice
conquests;conquest
ram;ram
metre;metre
hostages;hostage
footnotes;footnote
habitation;habitation
funnel;funnel
sacraments;sacrament
genealogy;genealogy
orator;orator
favorites;favorite
puppy;puppy
warships;warship
carpets;carpet
cohorts;cohort
prophecies;prophecy
comedies;comedy
assemblages;assemblage
spasm;spasm
pointers;pointer
afternoons;afternoon
capitalist;capitalist
trays;tray
moth;moth
razor;razor
pigeon;pigeon
departures;departure
comma;comma
splendour;splendour
powders;powder
robbers;robber
relay;relay
tendons;tendon
barge;barge
armaments;armament
liar;liar
commonwealth;commonwealth
sewer;sewer
dramatist;dramatist
cruiser;cruiser
satin;satin
guts;gut
visitation;visitation
beauties;beauty
romances;romance
reproach;reproach
skeletons;skeleton
cedar;cedar
strap;strap
weavers;weaver
tug;tug
kettle;kettle
chicks;chick
signification;signification
stools;stool
knock;knock
sparks;spark
quote;quote
communes;commune
rodents;rodent
patrols;patrol
drains;drain
laborer;laborer
labours;labour
dagger;dagger
enmity;enmity
strides;stride
cares;care
bottoms;bottom
honours;honour
dove;dove
explorations;exploration
torment;torment
relapse;relapse
licences;licence
delegations;delegation
devastation;devastation
earners;earner
affliction;affliction
chick;chick
lawsuits;lawsuit
appliance;appliance
debtors;debtor
shepherds;shepherd
feeder;feeder
mule;mule
crater;crater
stretches;stretch
shovel;shovel
cooks;cook
antagonist;antagonist
planter;planter
charters;charter
specialties;specialty
misfortunes;misfortune
stanzas;stanza
stitches;stitch
scrub;scrub
chronicle;chronicle
strikers;striker
pore;pore
separations;separation
sharks;shark
alternation;alternation
interruptions;interruption
sweetheart;sweetheart
screams;scream
twin;twin
capillary;capillary
tributaries;tributary
sensibilities;sensibility
paces;pace
salon;salon
transports;transport
bounty;bounty
praises;praise
lordship;lordship
claimants;claimant
furs;fur
capsules;capsule
rugs;rug
legislator;legislator
festivities;festivity
astronomers;astronomer
convicts;convict
hatch;hatch
crane;crane
grips;grip
covenants;covenant
radios;radio
breaths;breath
hindrance;hindrance
executions;execution
abbreviation;abbreviation
sacks;sack
chemists;chemist
cultivators;cultivator
labourer;labourer
orifice;orifice
nightmares;nightmare
birch;birch
locker;locker
teller;teller
banana;banana
biscuits;biscuit
explorer;explorer
prototypes;prototype
scouts;scout
burner;burner
allegation;allegation
patriarch;patriarch
beetle;beetle
hollow;hollow
labyrinth;labyrinth
flaps;flap
translators;translator
settler;settler
pellets;pellet
embroidery;embroidery
medals;medal
catalogues;catalogue
bluff;bluff
ailments;ailment
disclosures;disclosure
mandates;mandate
executor;executor
planks;plank
comrade;comrade
surname;surname
misrepresentation;misrepresentation
oaths;oath
trifle;trifle
beggar;beggar
ditches;ditch
farce;farce
landings;landing
lambs;lamb
wrap;wrap
losers;loser
petitioners;petitioner
compliments;compliment
sausage;sausage
recitation;recitation
mathematicians;mathematician
cages;cage
lure;lure
prosecutors;prosecutor
barber;barber
oracle;oracle
holds;hold
farmhouse;farmhouse
intonation;intonation
jewel;jewel
apprentices;apprentice
insurgents;insurgent
entrances;entrance
teaspoons;teaspoon
manor;manor
fountains;fountain
pretense;pretense
peanut;peanut
newcomer;newcomer
killers;killer
coward;coward
pencils;pencil
ballads;ballad
seduction;seduction
pinch;pinch
oysters;oyster
subscriber;subscriber
chant;chant
conspirators;conspirator
synonym;synonym
buckets;bucket
stairway;stairway
